,,,,,,,,,,,,,,,更新日,31
,,,,,,,,,,,,,,,当月日数,31
,2025年12月_数値,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,全施策合計着地,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,着地見込み,,,,,,,,,,,,,,,
,キャンペーン,媒体,IMP,Click,CTR,CPC,COST,AdsCV,AdsCVR,AdsCPA,リード,リードCVR,リードCPA,,,
,指名,Google,"7,580",908,11.98%,¥855,"¥775,989",24,2.64%,"¥32,333",19,2.09%,"¥40,842",,,
,,Yahoo!,520,22,4.23%,¥549,"¥12,074",0,0.00%,¥0,0,0.00%,¥0,,,
,,合計,"8,100",930,11.48%,¥847,"¥788,063",24,2.58%,"¥32,836",19,2.04%,"¥41,477",,,
,一般_セキュリティ診断,Google,"7,048",813,11.54%,¥267,"¥216,857",0,0.00%,¥0,0,0.00%,¥0,,,
,一般_Webアプリケーション診断,Google,755,24,3.18%,¥995,"¥23,885",0,0.00%,¥0,0,0.00%,¥0,,,
,合計,,"15,903","1,767",11.11%,¥582,"¥1,028,805",24,1.36%,"¥42,867",19,1.08%,"¥54,148",,,
,当初プランとの差分,,"10,452",639,-,-,"¥621,195",23,0.60%,"-¥7,760",18,0.46%,"-¥9,553",,,
,,,,,,,,,,,,,,,,
,当初目標値,,,,,,,,,,,,,,,
,キャンペーン,媒体,IMP,Click,CTR,CPC,COST,AdsCV,AdsCVR,AdsCPA,リード,リードCVR,リードCPA,,,
,指名,Google,"7,075",750,10.60%,"¥1,100","¥825,000",33,4.40%,"¥25,000",26,3.47%,"¥31,731",,,
,,Yahoo!,"1,502",56,3.70%,¥450,"¥25,000",4,8.00%,"¥6,250",3,5.40%,"¥8,333",,,
,,小計,"8,577",806,9.39%,"¥1,055","¥850,000",37,4.59%,"¥22,973",29,3.60%,"¥29,310",,,
,一般_セキュリティ診断,Google,"8,889",800,9.00%,¥500,"¥400,000",5,0.60%,"¥80,000",4,0.50%,"¥100,000",,,
,一般_Webアプリケーション診断,Google,"8,889",800,9.00%,¥500,"¥400,000",5,0.60%,"¥80,000",4,0.50%,"¥100,000",,,
,合計,,"26,355","2,406",9.13%,¥686,"¥1,650,000",47,1.95%,"¥35,106",37,1.54%,"¥44,595",,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,指名_合計,,,,,,,,,,,,,,,
,,,IMP,Click,CTR,CPC,COST,AdsCV,AdsCVR,AdsCPA,リード,リードCVR,リードCPA,,,
,目標値,,"8,577",806,9.39%,"¥1,055","¥850,000",37,4.59%,"¥22,973",29,3.60%,"¥29,310",,,
,1週目：12/1（月）〜12/7（日）,,"1,807",193,10.68%,"¥1,067","¥205,947",2,0.78%,"¥137,298",1,0.52%,"¥205,947",,,
,2週目：12/8（月）〜12/14（日）,,"2,278",265,11.63%,¥829,"¥219,724",8,2.86%,"¥29,026",6,2.26%,"¥36,621",,,
,3週目：12/15（月）〜12/21（日）,,"2,204",251,11.39%,¥781,"¥196,138",10,3.96%,"¥19,752",7,2.79%,"¥28,020",,,
,4週目：12/22（月）〜12/28（日）,,"1,723",213,12.36%,¥751,"¥159,979",4,1.88%,"¥39,995",4,1.88%,"¥39,995",,,
,5週目：12/29（月）〜12/31（水）,,88,8,9.09%,¥784,"¥6,275",1,12.50%,"¥6,275",1,12.50%,"¥6,275",,,
,合計,,"8,100",930,11.48%,¥847,"¥788,063",24,2.58%,"¥32,836",19,2.04%,"¥41,477",,,
,着地見込み,,"8,100",930,11.48%,¥847,"¥788,063",24,2.58%,"¥32,836",19,2.04%,"¥41,477",,,
,当初プランとの差分,,-477,124,-,-,"-¥61,937",-13,-2.01%,"-¥9,863",-10,-1.56%,"-¥12,167",,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,指名_Google,,,,,,,,,,,,,,,
,,,IMP,Click,CTR,CPC,COST,AdsCV,AdsCVR,AdsCPA,リード,リードCVR,リードCPA,,,
,目標値,,"7,075",750,10.60%,"¥1,100","¥825,000",33,4.40%,"¥25,000",26,3.47%,"¥31,731",,,
,1週目：12/1（月）〜12/7（日）,,"1,650",186,11.27%,"¥1,101","¥204,702",2,0.81%,"¥136,468",1,0.54%,"¥204,702",,,
,2週目：12/8（月）〜12/14（日）,,"2,152",258,11.99%,¥819,"¥211,320",8,2.93%,"¥27,915",6,2.33%,"¥35,220",,,
,3週目：12/15（月）〜12/21（日）,,"2,083",247,11.86%,¥790,"¥195,219",10,4.02%,"¥19,660",7,2.83%,"¥27,888",,,
,4週目：12/22（月）〜12/28（日）,,"1,613",209,12.96%,¥758,"¥158,473",4,1.91%,"¥39,618",4,1.91%,"¥39,618",,,
,5週目：12/29（月）〜12/31（水）,,82,8,9.76%,¥784,"¥6,275",1,12.50%,"¥6,275",1,12.50%,"¥6,275",,,
,合計,,"7,580",908,11.98%,¥855,"¥775,989",24,2.64%,"¥32,333",19,2.09%,"¥40,842",,,
,着地見込み,,"7,580",908,11.98%,¥855,"¥775,989",24,2.64%,"¥32,333",19,2.09%,"¥40,842",,,
,当初プランとの差分,,505,158,-,-,"-¥49,011",-9,-1.76%,"-¥7,333",-7,-1.37%,"-¥9,111",,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,指名_Yahoo!,,,,,,,,,,,,,,,
,,,IMP,Click,CTR,CPC,COST,AdsCV,AdsCVR,AdsCPA,リード,リードCVR,リードCPA,,,
,目標値,,"1,502",56,3.70%,¥450,"¥25,000",4,8.00%,"¥6,250",3,5.40%,"¥8,333",,,
,1週目：12/1（月）〜12/7（日）,,157,7,4.46%,¥178,"¥1,245",0,0.00%,¥0,0,0.00%,¥0,,,
,2週目：12/8（月）〜12/14（日）,,126,7,5.56%,"¥1,201","¥8,404",0,0.00%,¥0,0,0.00%,¥0,,,
,3週目：12/15（月）〜12/21（日）,,121,4,3.31%,¥230,¥919,0,0.00%,¥0,0,0.00%,¥0,,,
,4週目：12/22（月）〜12/28（日）,,110,4,3.64%,¥377,"¥1,506",0,0.00%,¥0,,0.00%,¥0,,,
,5週目：12/29（月）〜12/31（水）,,6,0,0.00%,¥0,¥0,0,0.00%,¥0,,0.00%,¥0,,,
,合計,,520,22,4.23%,¥549,"¥12,074",0,0.00%,¥0,0,0.00%,¥0,,,
,着地見込み,,520,22,4.23%,¥549,"¥12,074",0,0.00%,¥0,0,0.00%,¥0,,,
,当初プランとの差分,,-982,-34,-,-,"-¥12,926",-4,-8.00%,"¥6,250",-3,-5.40%,"¥8,333",,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,一般_セキュリティ診断,,,,,,,,,,,,,,,
,,,IMP,Click,CTR,CPC,COST,AdsCV,AdsCVR,AdsCPA,リード,リードCVR,リードCPA,,,
,目標値,,"8,889",800,9.00%,¥500,"¥400,000",5,0.60%,"¥80,000",4,0.50%,"¥100,000",,,
